Glacial.Lake.ID,Latitude,Longitude,Altitude_m,Lake.Area..sq.km.,Ice.Cover....,Temperature_C,Precipitation..mm.year.,Slope_Angle_degrees,Nearby.Glacier..Yes.No.,Seismic.Activity..Yes.No.,Moraine.Dam.Type,Historical.GLO.Events..Yes.No.,Risk.Score
GLO605,31.847475821014093,78.68668440809664,4903,1.6738016803880598,26,1.076963974321,933,26,No,Yes,Ice-Cored,No,High
GLO606,31.57232134527711,78.64559159750256,5109,3.164047457180651,48,3.5487045570772207,1572,29,Yes,Yes,Rock-Cored,Yes,Very High
GLO607,29.61212558147382,79.2982517429523,5043,0.714598052286517,31,4.699733781476096,1516,45,Yes,Yes,Ice-Cored,Yes,Medium
GLO608,29.26629630430766,79.90352696793329,5037,2.698784747496288,15,-8.156294640469664,1378,43,No,Yes,Rock-Cored,Yes,Low
GLO609,29.068412510829244,80.52075350553655,4895,1.720836125773595,11,2.571219900615425,893,36,Yes,No,Rock-Cored,Yes,Low
GLO610,31.7721770765626,80.34609157348011,4964,2.618884896599179,45,1.3132287706330334,1077,38,No,Yes,Rock-Cored,No,High
GLO611,30.474877164628698,78.91349325920199,4941,3.400744048713203,46,-6.505597635570582,968,29,No,No,Ice-Cored,Yes,Medium
GLO612,30.570823386689632,79.32769854848567,5179,4.126035174742105,42,0.0161733956131051,850,21,No,Yes,Ice-Cored,No,Medium
GLO613,30.076702235992364,78.19929442468346,4836,4.062500963800612,30,-8.481810180715508,1379,28,No,No,Rock-Cored,No,Low
GLO614,30.3717004987426,79.29370549539897,4866,3.62481595979417,49,-6.47422498135242,953,31,Yes,Yes,Ice-Cored,No,Low
GLO615,29.94594647454103,80.97651798483228,5037,2.728744257806333,44,2.1607024696799204,1097,24,No,Yes,Ice-Cored,Yes,Medium
GLO616,29.488474235944,78.77458319162452,4874,3.593316709824166,48,-5.627917376404962,1539,49,Yes,Yes,Rock-Cored,No,Low
GLO617,30.15235074261288,78.89973986229062,5198,1.1305147130129307,17,-4.562866857585094,1598,21,No,Yes,Ice-Cored,No,High
GLO618,29.83850976095721,79.98626539300906,5005,2.4150457817913407,30,-6.307945858112637,1038,23,Yes,Yes,Rock-Cored,No,Medium
GLO619,30.60544178441489,80.81401072399682,4924,3.529009157964952,11,-1.8360600676806216,840,35,No,No,Ice-Cored,Yes,Medium
GLO620,29.557516893014668,79.77767186856333,5052,2.20595406952303,42,-6.221118167349308,1327,38,Yes,Yes,Ice-Cored,Yes,Medium
GLO621,29.40893224339492,79.94409361340706,4756,3.560397543538569,49,-3.402896296281291,986,42,No,Yes,Ice-Cored,No,High
GLO622,30.002820908955336,79.33301678633109,4980,4.803072811117522,42,-7.0165710306496445,957,22,No,Yes,Ice-Cored,No,Very High
GLO623,30.936842819108563,79.85471774381139,4899,1.5605794071148666,25,-0.1116469715966594,1321,22,Yes,No,Rock-Cored,No,Very High
GLO624,30.16653423893047,78.78716523076388,4976,3.2156550313216723,48,-0.774064505708072,1227,25,Yes,Yes,Rock-Cored,Yes,Medium
GLO625,31.187278865644963,80.04390431365495,4874,1.4842740075068055,17,3.4947064674301025,1118,23,Yes,Yes,Rock-Cored,Yes,Medium
GLO626,30.589879277742675,79.11776108701972,4730,3.6251838051254968,49,3.127461881359018,923,40,No,Yes,Rock-Cored,No,Medium
GLO627,30.305299549839088,80.55297283487563,4950,1.5674614757661056,24,-8.001404648361028,1245,20,Yes,No,Ice-Cored,No,Low
GLO628,30.60574351024316,80.17803143533155,5155,4.66267523542756,32,-1.082803576226091,897,38,Yes,No,Rock-Cored,Yes,High
GLO629,31.844829982147576,79.49015524563882,5082,2.4848801710034896,18,-8.270565341403032,859,47,No,No,Rock-Cored,Yes,Very High
GLO630,31.860947909655582,79.13602276083918,4948,0.7123508624081947,46,1.639564018313198,1080,29,Yes,No,Rock-Cored,No,Low
GLO631,31.87083880472464,78.34156552204884,4784,1.035780184620066,44,-9.656293128657472,1496,28,Yes,No,Rock-Cored,Yes,High
GLO632,30.465991831725148,80.700731508389,4740,4.324018407840441,31,-7.479992217159792,1275,37,Yes,No,Rock-Cored,No,Medium
GLO633,31.30524455774652,79.78614273079313,4736,2.4727121579580125,44,-1.973998581878563,887,23,Yes,No,Ice-Cored,No,High
GLO634,30.65767246802968,78.71029554741456,4832,3.136333848916942,28,3.7104936567740463,1007,30,No,Yes,Rock-Cored,Yes,High
GLO635,31.345352303183425,80.15424604909927,5157,0.756498067243345,25,0.0124259477772188,1349,33,Yes,No,Rock-Cored,Yes,Very High
GLO636,30.645760450476104,78.63422280022509,4892,3.556614082955429,14,-4.726246025376072,1148,40,No,Yes,Rock-Cored,No,Medium
GLO637,31.407793503207728,80.51303224911257,4844,3.437250316522794,28,3.9128286362258926,1476,37,Yes,Yes,Rock-Cored,Yes,Very High
GLO638,29.544756977702324,79.63574551769653,4988,1.12842892347515,30,0.5356858728674325,835,31,No,Yes,Ice-Cored,Yes,High
GLO639,30.702264051885088,78.4131630340829,4903,2.0625150597333004,12,-9.843157238880895,1284,37,Yes,Yes,Ice-Cored,Yes,Low
GLO640,30.75187212521105,80.91209948413915,5110,4.361976518449254,15,1.742153813389356,1377,28,No,No,Rock-Cored,Yes,Medium
GLO641,31.91543352088112,80.8920132834297,5008,1.2783459466694085,31,3.693827867408242,1498,28,No,No,Rock-Cored,No,Low
GLO642,30.07093807208403,78.79241936320267,5194,0.9774313027411948,41,-9.354030274634786,1376,24,Yes,Yes,Rock-Cored,Yes,Low
GLO643,31.34313499718933,80.82509375460417,4923,2.4417514610992037,22,-7.400593429277846,1195,26,No,No,Ice-Cored,Yes,High
GLO644,30.620457856518897,80.8093721903153,4799,1.5985656912702937,32,-9.882314451999402,1518,31,No,No,Rock-Cored,No,Very High
GLO645,29.205899066915663,79.85598119634234,4993,4.611136942645389,39,1.303195211520645,1497,20,Yes,No,Ice-Cored,No,Medium
GLO646,29.6832644881452,78.6171637889432,5158,1.7868139921856323,42,4.859248961327392,1305,43,No,Yes,Ice-Cored,No,High
GLO647,30.41126291506405,79.84076709214098,4731,1.470348842947503,29,0.0054093443004425,1471,47,Yes,Yes,Ice-Cored,Yes,Medium
GLO648,29.91499182959073,79.12713554694572,4715,4.927402205886319,45,2.399322896644046,1188,47,No,Yes,Rock-Cored,No,Low
GLO649,31.47550981328885,79.2165937166222,5007,2.608764579477247,41,4.537966205545581,922,24,Yes,Yes,Rock-Cored,No,High
GLO650,29.56310295716689,80.25744496471883,4735,0.5324321770841012,11,-6.902278440249432,1174,49,Yes,No,Ice-Cored,No,High
GLO651,30.117810362727727,78.06642186203199,4843,2.155973644379178,31,-7.259749780874744,1253,23,Yes,Yes,Rock-Cored,Yes,Medium
GLO652,29.06496205413094,78.88235425095962,4899,1.7127147149823811,41,-4.734062937666822,1179,41,No,No,Ice-Cored,No,Medium
GLO653,30.587747221530808,78.63913262221243,4889,2.2134035798957754,40,-4.024758925103995,1286,45,Yes,Yes,Rock-Cored,No,High
GLO654,30.502549981577644,80.90666292282032,4929,1.0670061208128645,14,2.0650818176783687,1464,27,Yes,No,Ice-Cored,No,Medium
GLO655,30.58686545460108,80.55569739725561,4842,3.9005555791443873,31,-6.910708090937412,1263,37,No,No,Rock-Cored,No,Medium
GLO656,29.97314666021191,79.81682114387489,5028,1.546392243820026,37,-4.401777904108254,1539,29,Yes,Yes,Ice-Cored,Yes,High
GLO657,31.93490670567582,79.25010737675561,4898,3.449680361817333,28,-5.134477667208004,1536,24,No,Yes,Ice-Cored,Yes,Very High
GLO658,31.350168241073547,80.2931503430491,4934,1.8971421684450176,17,0.5318311566840404,890,30,No,No,Rock-Cored,No,Low
GLO659,31.669394041791083,79.9786663040905,5118,4.005302451983088,34,-4.129760153320478,1148,49,No,Yes,Rock-Cored,Yes,High
GLO660,29.8349262719361,79.7990938252285,5106,4.321487941101527,29,-4.529283947609974,1097,26,Yes,Yes,Rock-Cored,No,Low
GLO661,31.7572458662588,80.64395573971058,5196,4.8429359578319975,26,-8.819871843343675,807,46,No,No,Rock-Cored,No,High
GLO662,29.8179345255326,78.53976337138918,5005,4.96068388338749,25,-4.855869266148266,911,45,Yes,Yes,Rock-Cored,No,Low
GLO663,31.40167162790617,80.22092094976612,4922,2.977896909979772,33,-0.4486298702853624,956,46,No,Yes,Rock-Cored,No,High
GLO664,31.63736982533045,79.11616929550354,4713,0.501139052191275,48,-7.311276351462011,1324,22,No,Yes,Rock-Cored,No,Medium
GLO665,30.73642269206738,79.5312249129085,5027,1.7112211029487372,33,-2.808553250921312,1420,29,No,No,Rock-Cored,No,Very High
GLO666,29.469135494935,80.42957477808642,4957,2.70141615613906,20,1.4008952814835922,1375,37,No,No,Rock-Cored,No,Low
GLO667,30.984798529786246,80.9398820553364,4751,2.640838075760266,25,-1.2143492257265454,1141,34,No,Yes,Ice-Cored,No,Very High
GLO668,29.415246434024727,80.86123320069228,5124,4.047442202101798,20,4.699636508693857,1146,46,Yes,Yes,Rock-Cored,No,High
GLO669,29.452255406534533,80.1427939165993,4931,4.046445048020907,21,1.1225158360226324,806,23,Yes,No,Ice-Cored,No,High
GLO670,31.28817219506617,79.51617310555262,5040,1.159302268447471,19,4.466965671402964,1300,44,Yes,Yes,Rock-Cored,No,Low
GLO671,31.47283896015935,80.26811874501894,4724,0.8768462905457666,24,-8.735858036902117,1586,23,Yes,No,Ice-Cored,No,High
GLO672,31.70573530001136,79.38755327709178,5070,1.3102548729208392,12,-2.356030273735972,1354,46,No,Yes,Ice-Cored,Yes,Very High
GLO673,30.99969219473481,78.41461413157386,4709,0.5114967274034272,37,-0.0299901355425085,816,47,Yes,No,Ice-Cored,Yes,Low
GLO674,31.74930315443888,79.18790197844915,4750,3.571371892277595,36,-7.357422981763501,1173,37,No,No,Ice-Cored,Yes,Very High
GLO675,30.14643744870146,80.88960056962556,5007,0.6862742258853434,49,-8.376496769642866,958,22,Yes,No,Rock-Cored,No,Very High
GLO676,30.08605389547133,78.96251600812633,4839,0.6368886214957232,36,-2.452217329947583,1102,30,No,No,Ice-Cored,Yes,Medium
GLO677,30.35610186394149,80.5675608205942,4767,3.589205820841393,28,-5.386866659644518,1399,34,No,Yes,Rock-Cored,No,Low
GLO678,29.815315420464277,78.61878136099591,4814,0.8751876009415,29,-0.6710231600356362,1453,20,No,No,Ice-Cored,Yes,Medium
GLO679,31.89019667036937,79.27922349006242,4961,4.865401651672894,11,0.2743372480442883,1571,49,No,Yes,Ice-Cored,No,Low
GLO680,31.509658028935675,78.63990243267864,4956,2.0282669359936665,44,-2.597988819922434,1317,33,Yes,No,Rock-Cored,No,High
GLO681,30.841110198126398,78.6182041411259,4705,2.3976775015028045,18,-1.3553397569893786,1544,25,Yes,No,Rock-Cored,No,Medium
GLO682,30.91096667593032,79.93329387573246,4764,2.9655476219348182,32,-1.7884527274680853,1064,27,Yes,No,Rock-Cored,Yes,High
GLO683,29.808940666389585,78.46528206498054,5187,1.33637302332984,19,-7.00043218118156,1296,25,No,Yes,Ice-Cored,Yes,High
GLO684,31.496979340469423,79.68460997011675,5165,4.5407174086338165,21,4.321795669365919,1499,24,Yes,No,Rock-Cored,No,High
GLO685,30.88324261989726,80.1132471470127,4812,2.802970815298037,34,-0.8043840333093399,1451,27,Yes,No,Rock-Cored,No,Medium
GLO686,29.108031235707436,78.78485092514639,4956,4.643367113075674,37,-4.999315164309448,1036,39,Yes,No,Ice-Cored,No,Low
GLO687,29.44585933157684,79.82092035243656,5123,2.6823702363905944,23,-6.435940900658795,991,47,Yes,Yes,Ice-Cored,Yes,Low
GLO688,30.349589369520658,78.15279381392948,5110,2.869480533245345,35,-2.141896698552124,1159,25,No,No,Ice-Cored,Yes,Low
GLO689,31.64949460013532,78.54077253035328,4858,3.968527380258776,12,-9.857112360281269,1532,22,Yes,Yes,Ice-Cored,Yes,Low
GLO690,29.23182529462437,79.01326872241347,4836,3.6771132517488128,16,-5.6386224020733176,969,30,No,Yes,Ice-Cored,Yes,Low
GLO691,29.53423043963493,80.21675975393016,4711,4.115190061003107,14,2.4900714452275867,879,34,No,Yes,Ice-Cored,Yes,Very High
GLO692,29.922715154658366,80.9212066936393,5029,3.298251509847133,46,3.1185410431070206,1355,46,No,Yes,Ice-Cored,Yes,Medium
GLO693,31.83052329892201,80.83006197688324,5105,4.360515344689637,12,1.777848824518033,1198,20,Yes,Yes,Rock-Cored,Yes,Medium
GLO694,30.6211253178363,80.05442989835768,4743,4.126027742227705,25,-5.970164132716615,1302,26,Yes,Yes,Rock-Cored,Yes,High
GLO695,29.43757958139612,78.71896920943792,4950,4.193328549762563,36,-8.107115928732474,970,25,No,No,Rock-Cored,No,Medium
GLO696,31.02399968178552,79.12914567066727,4740,4.005508583439012,22,-6.448570079005966,1284,43,Yes,No,Rock-Cored,No,Medium
GLO697,31.9926421094603,79.4591580798757,4796,1.821265869309227,12,-3.1857636548581354,997,44,Yes,No,Rock-Cored,Yes,Very High
GLO698,29.23014577017507,80.21051936258755,5141,3.8980865981229607,48,-1.6457542081967669,967,32,No,Yes,Ice-Cored,Yes,Very High
GLO699,29.15259976602749,78.14551231550789,4715,4.721867119101378,35,-6.609886727871708,1531,20,No,No,Ice-Cored,No,Very High
GLO700,29.597201886277883,80.9122789044921,5089,4.512804896516849,12,-1.218942787176719,1521,46,No,Yes,Ice-Cored,No,Medium
GLO701,31.723798061983956,78.78423606201527,5038,2.686322912997829,32,-8.933448101138179,1068,25,No,No,Rock-Cored,No,Medium
GLO702,30.879080901549795,78.94179804675265,4894,4.923774372845543,23,3.503707606734689,971,29,No,Yes,Rock-Cored,No,Medium
GLO703,31.3978259235968,78.887580865549907,4953,1.6414761484956262,16,-1.837819259877465,1187,33,Yes,Yes,Rock-Cored,Yes,Very High
GLO704,31.798865304731507,78.41083122396508,5185,3.260991241810648,44,1.5155132147136676,959,49,No,No,Rock-Cored,Yes,Low
GLO705,31.058149269744163,78.02141252204525,4813,1.0029516945445862,14,-0.0979168638945253,932,39,No,No,Ice-Cored,Yes,High
GLO706,29.82744257175995,79.67565955345914,4910,1.7988247479549608,38,2.3896260841539565,935,46,Yes,Yes,Rock-Cored,Yes,Medium
GLO707,30.96301080221251,79.11943563280072,4963,4.553653346491736,27,-6.257617680778429,1487,49,No,No,Rock-Cored,Yes,Low
GLO708,31.72351264680084,79.70754735019958,4831,3.5382218727997,47,-1.5773699007943731,1486,40,No,Yes,Rock-Cored,No,High
GLO709,31.78489479105513,80.62812786608234,5160,0.6260670583703757,10,-9.365640293248966,1278,30,Yes,No,Ice-Cored,No,Medium
GLO710,31.899278555054288,80.63439658375748,4982,0.935786519881299,25,-9.527054805927104,1565,36,No,No,Ice-Cored,No,Very High
GLO711,29.244375071124505,79.57327439351117,5152,2.806653651135417,22,3.015778197227551,1033,34,Yes,Yes,Rock-Cored,Yes,Very High
GLO712,30.84226587629093,78.25938359059309,4750,3.562143080333048,46,-9.772175318159036,1401,29,No,No,Ice-Cored,Yes,High
GLO713,31.232594370262547,79.59274440110158,4938,3.9414069834951886,45,2.4559711846609265,883,47,No,Yes,Ice-Cored,No,Very High
GLO714,30.72981995033319,78.65788328014105,5150,4.0226269237979615,39,-2.213550482326994,1537,49,No,No,Ice-Cored,No,High
GLO715,29.37167483513467,79.89196558079456,5038,3.2704415871151675,26,-3.0369429226906,1599,22,Yes,No,Rock-Cored,Yes,High
GLO716,31.680943066067712,78.70948371692457,4829,1.940275770907316,31,2.728069291878682,1032,25,Yes,Yes,Ice-Cored,No,Very High
GLO717,31.63752058983674,79.8471537477355,4831,2.32738859552627,26,-3.835919837910833,1101,43,No,No,Ice-Cored,Yes,Low
GLO718,30.41542526259007,80.3814799996901,4839,2.144447983611704,45,4.353638999047767,1278,26,No,No,Rock-Cored,No,Medium
GLO719,30.271901465820704,78.02360338556149,4986,2.1880116445744155,17,-2.7340462427788275,897,30,No,No,Rock-Cored,Yes,Low
GLO720,30.559276161808665,80.43471237799251,4977,1.7944039720295863,47,-2.270894386807768,1402,45,Yes,Yes,Ice-Cored,No,Low
GLO721,30.99544041240388,79.22825488847015,4905,3.546059757163032,10,-2.667488927657627,1272,36,Yes,Yes,Ice-Cored,No,High
GLO722,29.09048188256927,79.79525442087788,5096,3.4882599902818066,19,4.661419248701073,830,28,No,No,Rock-Cored,Yes,Low
GLO723,30.50544120549884,78.83346428035358,4728,3.677834140404655,23,-0.8594575012945036,873,29,No,Yes,Ice-Cored,Yes,Very High
GLO724,29.34446976849545,80.70112186256843,4916,2.04640961546664,43,4.433789627774274,1093,29,No,No,Ice-Cored,Yes,Very High
GLO725,30.41209723313639,78.47859497531157,4853,0.7826159917535307,47,-8.778340684502473,864,45,Yes,Yes,Rock-Cored,No,Very High
GLO726,31.45174563727057,80.20587174851937,4743,1.3972625799423235,34,-9.89990567004971,1449,49,Yes,Yes,Ice-Cored,Yes,Very High
GLO727,30.94288363288793,80.5231847782781,4968,1.3119456716629847,43,-7.939360811267065,1411,22,Yes,No,Rock-Cored,Yes,Very High
GLO728,29.251529545119507,79.75987674203348,4891,0.5965423403743269,38,-7.414044671750797,948,49,Yes,No,Rock-Cored,Yes,Low
GLO729,29.52529497914115,79.70746444444983,4702,1.0327467882783885,33,-8.39328724154007,957,35,Yes,Yes,Ice-Cored,No,Low
GLO730,30.68499693717505,80.00689125778032,5188,1.8301699495670896,28,-0.149805824488677,1554,29,No,Yes,Ice-Cored,No,Medium
GLO731,29.072869091448176,79.75424112822512,4711,1.758442513399384,30,1.6496056983519338,857,20,No,Yes,Ice-Cored,Yes,Low
GLO732,30.71737557612051,79.36159021210267,5130,1.484783440115095,15,-2.92587769650635,1493,21,Yes,Yes,Rock-Cored,Yes,Very High
GLO733,29.2112092320786,79.48977366907562,5036,3.88431879535465,41,2.697064362477402,1118,28,No,Yes,Ice-Cored,No,Low
GLO734,29.109879419687708,80.94727240298701,5046,2.7334468534998817,26,-3.063598767177078,1288,35,Yes,Yes,Rock-Cored,Yes,Medium
GLO735,30.18116465293892,78.44216034725537,4963,4.022187075923141,11,3.406200038767601,1244,41,Yes,Yes,Ice-Cored,No,Low
GLO736,31.21268421123873,80.2145332273847,5156,2.744634508957182,37,2.803467396433316,1168,20,Yes,Yes,Rock-Cored,Yes,Medium
GLO737,30.157822699697345,78.0362047375305,4944,4.472555272187922,46,4.648730890616809,1341,40,No,No,Ice-Cored,No,Medium
GLO738,30.076545729403016,78.37433350048616,4983,1.9300488857027407,46,-3.417917290107088,1264,39,Yes,No,Ice-Cored,No,Low
GLO739,30.87472705881688,79.70561471794491,4880,2.387195043924054,46,-7.00629049072237,1350,41,Yes,Yes,Ice-Cored,No,Very High
GLO740,31.87518093715392,79.58113359462864,5046,3.0449415984821395,43,-5.456491218720351,1313,38,No,No,Rock-Cored,Yes,Medium
GLO741,31.47557328672879,79.89145973060208,5065,4.20315054713471,46,2.7736766360049376,1289,38,Yes,Yes,Ice-Cored,Yes,Low
GLO742,31.55263041334331,79.90367723311228,5123,0.5944462383960859,10,0.3696178374536742,1425,38,Yes,Yes,Rock-Cored,Yes,Low
GLO743,31.89682182502304,80.20994423634455,4770,0.5348194800220121,13,-7.557999187701054,1456,37,No,Yes,Ice-Cored,Yes,High
GLO744,29.08196369238524,78.71987423373481,5104,4.369113675471639,23,-5.804174904257387,815,37,Yes,Yes,Ice-Cored,Yes,Low
GLO745,30.236763736154764,80.9134147904272,4700,1.7264466496873805,19,-3.565679802193859,1059,35,No,No,Ice-Cored,No,High
GLO746,30.010162477998705,79.49447167769695,4945,1.7871552105894666,25,-5.40864153097814,856,46,Yes,No,Rock-Cored,No,Low
GLO747,29.251360903601825,80.34499185361808,5073,2.6361869918192125,16,-3.7780438151925546,997,27,Yes,Yes,Ice-Cored,Yes,High
GLO748,29.60366823445837,80.8486845329249,5019,0.8334504797814288,22,-8.367016154901922,1461,29,No,Yes,Rock-Cored,No,Very High
GLO749,31.71700647061844,79.83292211056636,4905,1.8749452251046967,18,-4.212028306557428,895,26,No,Yes,Rock-Cored,No,High
GLO750,31.07782310902172,79.10916144548467,5049,3.5929856463764334,33,-7.116951794669942,1410,41,No,Yes,Ice-Cored,No,Medium
GLO751,29.89650431415614,78.09779653957077,4801,4.221670267300532,25,-0.2199428977752564,1204,26,Yes,No,Ice-Cored,No,High
GLO752,29.39655366012652,78.9192044627666,5137,3.780656893984011,30,-3.00656335559715,1366,27,No,No,Ice-Cored,Yes,High
GLO753,30.93124202402421,79.54239431438566,4759,2.3658436255696,46,-3.29028341589943,1581,40,Yes,Yes,Ice-Cored,Yes,Very High
GLO754,31.623904387709278,79.86739312272579,5041,0.579739702082027,40,2.36255333938594,1374,44,Yes,No,Ice-Cored,No,Medium
GLO755,30.04709607269321,79.07305642698225,5057,0.5154705478321207,37,-1.3050153461968996,882,22,Yes,No,Rock-Cored,No,Medium
GLO756,30.835132569929968,80.09913575675449,5078,0.8111854704930164,26,4.672677349892901,1215,21,No,Yes,Rock-Cored,Yes,Medium
GLO757,30.6581865648109,78.47294594227807,5158,3.8389986896587898,24,-1.3071262181961156,865,41,No,No,Rock-Cored,Yes,High
GLO758,29.074114964959524,80.10970698764517,5164,3.787809658711068,40,3.3478819689920467,1075,38,No,Yes,Ice-Cored,Yes,Very High
GLO759,31.36053357969733,80.46040968793108,5160,3.760796460914892,34,4.843858508029891,1287,47,No,Yes,Rock-Cored,No,Medium
GLO760,31.913852403792998,78.50570801059267,4894,2.508658495511153,12,-5.500896527979824,1307,41,No,No,Rock-Cored,Yes,Very High
GLO761,29.768353014975474,80.52315288141217,4885,0.6982150511638083,16,-2.6875130188558245,842,21,Yes,Yes,Ice-Cored,No,Very High
GLO762,30.65312986780917,78.17399626355623,4878,2.356896721450114,48,-5.942611327750261,1367,32,Yes,No,Rock-Cored,Yes,Medium
GLO763,31.39471059740058,79.4572656025089,4832,3.113867302518816,28,4.130345154682351,1417,41,No,No,Rock-Cored,No,High
GLO764,31.404264024488143,78.02467126892523,4966,0.634428620154627,44,4.06315090170437,1505,40,No,Yes,Ice-Cored,No,Very High
GLO765,30.040646397606054,79.73118349779439,4824,3.2390731372576163,49,-2.26584370149805,1065,20,No,No,Rock-Cored,No,Low
GLO766,29.503014822803525,78.67118345637326,4854,4.307910582899992,15,2.7565702224502164,1550,24,No,No,Rock-Cored,Yes,High
GLO767,29.367104980996736,79.01091251553973,4948,3.5334592741648527,33,-1.9898538725094568,908,21,Yes,No,Rock-Cored,No,Low
GLO768,30.65357804627963,78.67089528762146,5191,1.7404141104068036,38,-8.203373804942217,854,20,Yes,No,Ice-Cored,Yes,Medium
GLO769,31.94663582146288,79.58372886727136,5071,2.001847033993453,46,0.6605112851971526,1248,35,Yes,No,Ice-Cored,No,Low
GLO770,29.544567516470003,80.24671003709383,5143,4.956182001071068,20,-3.3533061882767887,1467,38,Yes,No,Rock-Cored,Yes,High
GLO771,30.3966162009213,80.50339507506801,5183,3.809090054300549,38,2.2160823466830184,1074,32,Yes,Yes,Ice-Cored,Yes,Very High
GLO772,30.34249189629069,80.66936739787437,4919,4.633404034643741,36,4.711488890246947,1351,49,Yes,No,Ice-Cored,No,Medium
GLO773,31.74586383956289,79.12191968603378,4756,4.159147851097679,26,-3.136035343404613,1117,23,Yes,No,Rock-Cored,Yes,Low
GLO774,31.4076364510312,80.88301494826021,4832,2.759739776573039,36,1.6386610631730498,800,31,Yes,Yes,Ice-Cored,No,Medium
GLO775,29.25113990756132,78.83646585684538,4971,2.615212979613984,30,4.387843637575521,1584,36,No,Yes,Ice-Cored,No,Medium
GLO776,30.426812904282144,78.02821763390907,5041,3.500698747720429,31,-3.89126374226663,990,48,No,No,Ice-Cored,Yes,High
GLO777,31.28077808190502,79.11630537205966,5091,2.148024776010728,36,-2.082653787987826,984,20,No,No,Rock-Cored,No,Medium
GLO778,31.463693771315484,79.91322279295426,5033,2.845658106097345,31,-4.1304762568663245,1526,36,Yes,No,Ice-Cored,No,High
GLO779,31.626644070239674,79.45696995218105,5056,1.1128366571924635,32,4.453426530972269,1010,29,Yes,Yes,Ice-Cored,No,Very High
GLO780,29.90322808364224,80.60636990469362,5110,0.7493110517704513,35,-4.381310250891853,1093,49,Yes,Yes,Ice-Cored,Yes,Very High
GLO781,29.827461380778068,79.08096082611759,4854,1.2947367712161564,27,2.479780435670408,1027,49,No,No,Rock-Cored,Yes,Low
GLO782,31.81681971309236,79.12607104166388,5146,4.744388921916071,17,4.068816154623255,1589,33,Yes,No,Rock-Cored,Yes,Low
GLO783,29.96187325303103,78.07558962599924,4757,4.897009295686829,33,-7.923299069983953,941,42,No,Yes,Ice-Cored,Yes,High
GLO784,30.529899242523765,80.04073085941839,4837,4.875407289292711,41,0.0200925642710263,1466,45,Yes,No,Ice-Cored,Yes,Medium
GLO785,31.144230290549,78.1740570649824,4899,2.9269020039995537,48,-7.35362308431711,1111,47,Yes,No,Rock-Cored,Yes,Medium
GLO786,30.465692256820425,80.18259716838487,4799,2.7961524228451204,22,-1.1594936663312332,1524,46,No,Yes,Rock-Cored,Yes,Low
GLO787,30.27857509959785,79.0314044688325,5101,3.2480106963877144,48,2.0533064253887723,1470,36,Yes,No,Rock-Cored,No,Medium
GLO788,31.522096469324893,80.35076159571125,5025,1.2389052947245824,24,-7.1250954624288685,1388,49,Yes,Yes,Ice-Cored,No,High
GLO789,29.078647386316185,78.7174200133887,4721,2.528337360821174,41,-5.001411809188396,1145,30,No,Yes,Ice-Cored,No,High
GLO790,29.267077663480347,78.05707847210337,4874,1.0473293424947967,40,-2.815471990137251,1227,20,Yes,Yes,Ice-Cored,No,High
GLO791,31.92073351758089,79.61804432399451,4728,0.7422392821901072,18,1.9883279217736811,1593,26,Yes,Yes,Rock-Cored,Yes,Medium
GLO792,30.41184286100516,78.46796816029968,4995,4.816743837196082,45,-5.137812544199592,1354,36,Yes,No,Rock-Cored,No,Medium
GLO793,29.434141653840943,78.15595908341481,4722,4.326639416258779,10,-7.070082079731888,1162,37,No,No,Ice-Cored,Yes,Very High
GLO794,29.726691074131768,80.26691522458331,4985,3.116597881875675,14,-4.80660606321292,1324,42,Yes,No,Ice-Cored,Yes,Medium
GLO795,29.121182966370355,80.83066502439864,5159,3.6653298918058,13,1.9558137557731372,1316,23,No,Yes,Ice-Cored,No,Medium
GLO796,31.516575058185563,79.59176313328985,4991,3.445049612543838,40,-3.769857564962954,895,21,Yes,Yes,Ice-Cored,No,High
GLO797,31.72705971419911,80.15965787703068,5010,3.0439035440145417,18,0.2207072051176091,1124,37,Yes,No,Ice-Cored,Yes,Medium
GLO798,30.76761045349265,78.23143292085032,5062,2.536987300888117,33,-3.817468214129934,1314,21,Yes,No,Ice-Cored,No,High
GLO799,30.380694723299367,80.52193035835484,4742,1.1544425640227705,11,-3.383736941718817,996,37,Yes,Yes,Ice-Cored,No,High
GLO800,30.14104075704876,80.23840756035638,4948,4.091757977540041,37,1.0742580518055398,1305,36,Yes,Yes,Ice-Cored,Yes,High
GLO801,29.82715007217188,80.69539098937489,4896,1.774792926269681,36,4.161584005627292,904,48,Yes,No,Ice-Cored,Yes,Very High
GLO802,30.87366663038997,79.83555468415982,4712,3.525119930585445,28,1.821379827030782,1215,36,No,Yes,Ice-Cored,No,Very High
GLO803,30.202944019365447,79.1152083798318,5138,4.018235231781316,25,-6.246521941793944,1069,27,Yes,No,Ice-Cored,No,Low
GLO804,29.668970915371236,78.32498863864667,4793,0.8425451460047462,23,-0.0900213718357143,1443,40,Yes,Yes,Ice-Cored,Yes,High
GLO805,29.43281224923401,79.63241318329973,4990,3.933801625548546,18,-4.546153671060885,1594,30,Yes,No,Ice-Cored,Yes,High
GLO806,31.166780528675247,80.24433610672382,4714,3.529090851301317,39,-1.8342098329006955,1293,40,No,Yes,Rock-Cored,No,Low
